"CMS Certification Number (CCN)",HHCAHPS Survey Summary Star Rating,HHCAHPS Survey Summary Star Rating Footnote,Star Rating for health team gave care in a professional way,Footnote for Star Rating for gave care in a professional way,Percent of patients who reported that their home health team gave care in a professional way,Footnote for Percent of patients who reported that their home health team gave care in a professional way,Star Rating for health team communicated well with them,Footnote for Star Rating for communicated well with them,Percent of patients who reported that their home health team communicated well with them,Footnote for Percent of patients who reported that their home health team communicated well with them,"Star Rating team discussed medicines, pain, and home safety","Footnote Star Rating discussed medicines, pain, home safety","Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them","Footnote for Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them",Star Rating for how patients rated overall care from agency,Footnote for Star Rating for overall care from agency,"Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Footnote for Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0(lowest) to 10(highest)","Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family","Footnote for Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family",Number of completed Surveys,Footnote for number of completed surveys,Response rate,Footnote for response rate,Footnote Number
037455,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037456,4,,5,,91,,4,,89,,3,,83,,4,,89,,87,,449,,49,,
037458,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037459,Not Available,11,Not Available,11,85,11,Not Available,11,78,11,Not Available,11,89,11,Not Available,11,78,11,67,11,20,11,27,11,11
037462,Not Available,11,Not Available,11,88,11,Not Available,11,79,11,Not Available,11,84,11,Not Available,11,84,11,81,11,28,11,13,11,11
037463,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037464,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037466,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037468,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037469,2,11,2,11,83,11,2,11,84,11,1,11,70,11,3,11,93,11,72,11,51,11,24,11,11
037470,2,,3,,87,,2,,81,,1,,68,,3,,79,,68,,86,,22,,
037471,Not Available,9,Not Available,9,76,9,Not Available,9,65,9,Not Available,9,80,9,Not Available,9,57,9,24,9,5,9,17,9,9
037472,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037473,1,,1,,80,,1,,77,,1,,65,,1,,70,,56,,85,,22,,
037474,2,11,3,11,87,11,1,11,78,11,2,11,74,11,2,11,81,11,80,11,43,11,17,11,11
037475,1,,2,,84,,1,,77,,1,,57,,1,,70,,67,,126,,19,,
037476,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037477,5,,5,,92,,4,,86,,5,,91,,4,,88,,88,,121,,23,,
037478,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037479,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037480,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037481,1,,1,,77,,1,,74,,1,,67,,1,,76,,59,,136,,10,,
037482,3,11,4,11,88,11,3,11,82,11,1,11,68,11,3,11,85,11,68,11,59,11,26,11,11
037484,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037485,3,11,4,11,86,11,3,11,85,11,3,11,82,11,3,11,83,11,76,11,46,11,23,11,11
037486,4,11,5,11,92,11,4,11,88,11,2,11,79,11,4,11,88,11,77,11,52,11,35,11,11
037487,3,,3,,85,,3,,86,,2,,76,,2,,76,,65,,113,,27,,
037488,Not Available,9,Not Available,9,57,9,Not Available,9,53,9,Not Available,9,78,9,Not Available,9,58,9,52,9,5,9,9,9,9
037489,5,11,5,11,96,11,5,11,97,11,3,11,82,11,5,11,96,11,95,11,58,11,28,11,11
037490,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037491,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037492,2,,3,,85,,2,,79,,1,,70,,1,,75,,68,,167,,18,,
037493,2,,2,,84,,2,,79,,2,,76,,2,,77,,74,,102,,36,,
037494,2,,2,,84,,2,,82,,2,,75,,1,,78,,69,,337,,26,,
037495,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037496,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037497,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037498,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037499,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037500,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037501,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037502,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037802,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037803,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037804,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037805,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037806,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037807,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037808,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037809,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037810,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
047001,4,,4,,89,,4,,84,,3,,83,,3,,80,,83,,146,,23,,
047004,4,,5,,90,,4,,91,,3,,81,,5,,94,,91,,95,,25,,
047006,3,,4,,89,,4,,87,,2,,79,,3,,86,,82,,274,,27,,
047009,4,,4,,89,,4,,87,,4,,84,,3,,84,,79,,143,,29,,
047010,4,,5,,91,,4,,90,,3,,83,,4,,87,,83,,212,,27,,
047011,5,,5,,90,,5,,92,,5,,87,,4,,92,,88,,167,,42,,
047016,3,,4,,87,,4,,87,,2,,78,,3,,82,,80,,324,,33,,
047020,4,,4,,90,,4,,86,,4,,85,,3,,86,,78,,370,,26,,
047021,5,,5,,93,,5,,93,,5,,89,,5,,94,,87,,202,,29,,
047024,5,,5,,96,,4,,92,,5,,89,,5,,95,,95,,163,,37,,
047025,4,,5,,91,,4,,87,,4,,85,,4,,89,,82,,79,,30,,
047028,3,,4,,88,,3,,85,,3,,83,,3,,84,,77,,581,,23,,
047029,4,,4,,89,,4,,86,,3,,83,,3,,83,,79,,269,,24,,
047030,Not Available,9,Not Available,9,100,9,Not Available,9,83,9,Not Available,9,86,9,Not Available,9,86,9,86,9,8,9,36,9,9
047031,Not Available,11,Not Available,11,87,11,Not Available,11,77,11,Not Available,11,88,11,Not Available,11,87,11,82,11,19,11,21,11,11
047032,5,,5,,91,,4,,90,,4,,84,,5,,90,,86,,143,,33,,
047033,4,,5,,92,,4,,88,,4,,84,,4,,87,,84,,261,,22,,
047034,Not Available,11,Not Available,11,96,11,Not Available,11,97,11,Not Available,11,80,11,Not Available,11,85,11,84,11,21,11,29,11,11
047035,4,,4,,91,,4,,87,,4,,84,,4,,88,,81,,325,,31,,
047038,3,,3,,86,,3,,86,,3,,82,,3,,83,,79,,331,,28,,
047043,3,,4,,86,,3,,84,,4,,84,,2,,81,,77,,177,,27,,
047044,4,,4,,90,,4,,90,,2,,74,,4,,87,,82,,81,,32,,
047046,5,,5,,91,,4,,90,,5,,89,,4,,87,,84,,124,,29,,
047048,4,11,5,11,91,11,4,11,89,11,3,11,82,11,4,11,90,11,80,11,63,11,22,11,11
047052,3,,4,,89,,3,,87,,3,,80,,3,,86,,84,,118,,28,,
047056,5,,5,,94,,5,,92,,5,,94,,4,,91,,86,,95,,29,,
047057,3,,3,,87,,3,,86,,3,,82,,3,,84,,81,,159,,25,,
047070,3,,4,,89,,3,,86,,2,,78,,3,,87,,77,,221,,19,,
047080,4,,4,,91,,4,,89,,4,,84,,3,,87,,83,,321,,31,,
047081,5,11,5,11,92,11,4,11,88,11,5,11,90,11,4,11,89,11,88,11,67,11,33,11,11
047082,3,,4,,86,,2,,82,,2,,72,,4,,85,,76,,93,,23,,
047083,5,,5,,93,,4,,91,,5,,90,,5,,92,,86,,186,,33,,
047087,4,,4,,89,,4,,87,,3,,83,,4,,85,,79,,139,,32,,
047088,5,11,5,11,92,11,4,11,86,11,4,11,85,11,5,11,91,11,84,11,56,11,40,11,11
047090,3,,4,,89,,3,,85,,2,,79,,3,,84,,79,,460,,23,,
047093,3,,4,,88,,4,,86,,2,,77,,3,,83,,77,,512,,25,,
047096,4,11,5,11,93,11,4,11,89,11,4,11,85,11,4,11,87,11,85,11,68,11,25,11,11
047097,5,,5,,94,,5,,92,,5,,88,,5,,94,,92,,142,,32,,
047099,5,,5,,91,,5,,91,,5,,89,,4,,91,,85,,138,,27,,
047102,4,,4,,89,,4,,91,,2,,78,,4,,88,,82,,197,,23,,
047104,4,11,5,11,96,11,5,11,96,11,2,11,79,11,5,11,94,11,88,11,52,11,14,11,11
047105,4,,4,,90,,4,,88,,4,,85,,4,,87,,84,,360,,31,,
047108,4,,5,,92,,4,,88,,4,,86,,4,,86,,82,,152,,24,,
047109,5,,5,,92,,4,,89,,5,,89,,5,,94,,85,,93,,30,,
047112,5,,5,,94,,5,,93,,5,,87,,5,,93,,83,,84,,23,,
047114,Not Available,11,Not Available,11,89,11,Not Available,11,88,11,Not Available,11,86,11,Not Available,11,93,11,90,11,15,11,19,11,11
047115,4,,5,,91,,4,,88,,4,,86,,4,,87,,85,,496,,30,,
047116,4,11,4,11,88,11,4,11,87,11,4,11,86,11,3,11,80,11,74,11,42,11,27,11,11
047117,4,,4,,89,,4,,88,,3,,83,,3,,84,,76,,254,,19,,
047118,5,,5,,92,,4,,89,,4,,86,,5,,91,,92,,77,,27,,
047122,4,,4,,91,,4,,88,,5,,88,,3,,86,,88,,186,,25,,
047127,3,11,4,11,89,11,2,11,81,11,2,11,78,11,3,11,92,11,84,11,40,11,17,11,11
047128,5,,5,,92,,4,,87,,5,,87,,4,,88,,82,,253,,31,,
047133,4,,5,,91,,4,,90,,4,,86,,4,,90,,87,,354,,37,,
047134,3,,4,,89,,4,,87,,2,,79,,3,,84,,80,,238,,30,,
047135,4,11,4,11,89,11,3,11,86,11,5,11,88,11,3,11,85,11,76,11,52,11,28,11,11
047138,4,,4,,90,,4,,89,,4,,86,,4,,87,,83,,652,,29,,
047139,4,,5,,91,,4,,88,,2,,78,,4,,86,,83,,93,,30,,
047140,4,,5,,92,,3,,86,,4,,84,,5,,95,,86,,94,,26,,
047145,3,,4,,89,,4,,86,,3,,80,,2,,80,,77,,268,,27,,
047147,4,11,5,11,90,11,4,11,90,11,3,11,83,11,4,11,88,11,83,11,64,11,24,11,11
047148,5,,5,,95,,5,,94,,4,,84,,5,,94,,91,,151,,29,,
047149,4,,5,,92,,4,,90,,4,,84,,4,,90,,86,,381,,37,,
047151,4,,4,,88,,3,,84,,4,,86,,3,,83,,77,,492,,25,,
047153,5,11,5,11,98,11,5,11,98,11,5,11,90,11,5,11,100,11,92,11,45,11,25,11,11
047156,4,11,5,11,94,11,3,11,84,11,2,11,78,11,4,11,88,11,90,11,44,11,34,11,11
047158,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
047162,Not Available,11,Not Available,11,95,11,Not Available,11,89,11,Not Available,11,91,11,Not Available,11,87,11,96,11,31,11,35,11,11
047167,4,,4,,88,,4,,90,,5,,87,,4,,88,,88,,122,,37,,
047168,3,,3,,87,,3,,86,,4,,84,,3,,84,,81,,136,,28,,
047169,5,,5,,91,,4,,88,,5,,89,,4,,85,,83,,188,,32,,
047170,4,,4,,90,,4,,89,,4,,85,,4,,87,,87,,197,,31,,
047172,4,,5,,92,,4,,89,,3,,80,,4,,88,,89,,133,,32,,
047173,4,,5,,91,,4,,91,,3,,83,,5,,94,,87,,126,,33,,
047174,4,,4,,90,,4,,89,,4,,85,,4,,85,,79,,136,,26,,
047175,5,,5,,93,,5,,94,,5,,91,,5,,94,,92,,121,,37,,
047176,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
047177,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
047178,3,,3,,86,,3,,83,,3,,80,,2,,79,,68,,152,,24,,
047179,5,,5,,95,,5,,95,,5,,87,,5,,97,,97,,98,,30,,
047180,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
047181,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
047306,Not Available,11,Not Available,11,98,11,Not Available,11,89,11,Not Available,11,83,11,Not Available,11,83,11,76,11,21,11,34,11,11
047326,5,11,5,11,93,11,4,11,91,11,4,11,86,11,5,11,91,11,88,11,62,11,23,11,11
047338,4,,5,,90,,4,,91,,4,,85,,4,,86,,86,,98,,26,,
047339,4,,4,,89,,4,,87,,4,,84,,3,,86,,80,,391,,29,,
047346,3,,4,,89,,3,,85,,3,,83,,3,,84,,78,,352,,28,,
047803,5,,5,,95,,5,,93,,4,,85,,4,,87,,87,,140,,36,,
047818,3,,4,,88,,4,,85,,2,,79,,3,,84,,82,,83,,23,,
047823,5,,5,,90,,4,,89,,5,,87,,4,,90,,84,,166,,25,,
047824,4,,5,,93,,4,,86,,2,,79,,4,,85,,80,,95,,26,,
047838,4,,4,,87,,4,,86,,3,,83,,3,,81,,75,,74,,27,,
047840,4,,4,,91,,4,,90,,3,,83,,3,,83,,78,,73,,19,,
047844,4,,4,,90,,4,,87,,5,,87,,3,,83,,78,,170,,25,,
047850,5,,5,,93,,4,,91,,5,,87,,4,,92,,88,,155,,30,,
047853,3,,3,,84,,2,,82,,4,,84,,3,,85,,71,,85,,21,,
047855,3,,3,,84,,2,,82,,3,,80,,2,,77,,69,,103,,30,,
047870,4,,5,,91,,4,,90,,4,,84,,3,,88,,92,,89,,26,,
047888,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053100,Not Available,11,Not Available,11,79,11,Not Available,11,77,11,Not Available,11,70,11,Not Available,11,65,11,78,11,16,11,25,11,11
053101,Not Available,11,Not Available,11,93,11,Not Available,11,95,11,Not Available,11,84,11,Not Available,11,90,11,82,11,20,11,24,11,11
053102,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053103,Not Available,11,Not Available,11,90,11,Not Available,11,88,11,Not Available,11,85,11,Not Available,11,88,11,100,11,27,11,33,11,11
053105,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053106,Not Available,11,Not Available,11,77,11,Not Available,11,74,11,Not Available,11,82,11,Not Available,11,76,11,74,11,21,11,20,11,11
053107,Not Available,11,Not Available,11,84,11,Not Available,11,91,11,Not Available,11,96,11,Not Available,11,87,11,86,11,22,11,12,11,11
053108,Not Available,11,Not Available,11,90,11,Not Available,11,86,11,Not Available,11,84,11,Not Available,11,90,11,91,11,18,11,19,11,11
053109,Not Available,11,Not Available,11,78,11,Not Available,11,84,11,Not Available,11,89,11,Not Available,11,76,11,86,11,14,11,18,11,11
053110,Not Available,11,Not Available,11,88,11,Not Available,11,89,11,Not Available,11,96,11,Not Available,11,83,11,72,11,11,11,6,11,11
053113,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053114,Not Available,9,Not Available,9,89,9,Not Available,9,88,9,Not Available,9,91,9,Not Available,9,69,9,86,9,5,9,6,9,9
053115,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053116,Not Available,11,Not Available,11,70,11,Not Available,11,86,11,Not Available,11,73,11,Not Available,11,83,11,79,11,11,11,12,11,11
053117,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053118,Not Available,9,Not Available,9,76,9,Not Available,9,85,9,Not Available,9,89,9,Not Available,9,83,9,74,9,7,9,5,9,9
053119,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053120,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053122,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053123,Not Available,9,Not Available,9,88,9,Not Available,9,87,9,Not Available,9,82,9,Not Available,9,100,9,57,9,9,9,13,9,9
053124,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053125,Not Available,11,Not Available,11,98,11,Not Available,11,100,11,Not Available,11,97,11,Not Available,11,74,11,87,11,14,11,8,11,11
053126,Not Available,11,Not Available,11,80,11,Not Available,11,92,11,Not Available,11,99,11,Not Available,11,96,11,82,11,16,11,11,11,11
053127,Not Available,11,Not Available,11,83,11,Not Available,11,86,11,Not Available,11,80,11,Not Available,11,77,11,55,11,18,11,13,11,11
053128,Not Available,9,Not Available,9,91,9,Not Available,9,76,9,Not Available,9,98,9,Not Available,9,87,9,47,9,6,9,12,9,9
053129,3,,3,,84,,2,,80,,4,,85,,2,,78,,70,,115,,18,,
053130,Not Available,11,Not Available,11,81,11,Not Available,11,87,11,Not Available,11,80,11,Not Available,11,82,11,76,11,12,11,15,11,11
053132,Not Available,9,Not Available,9,88,9,Not Available,9,77,9,Not Available,9,93,9,Not Available,9,95,9,94,9,8,9,5,9,9
053133,3,,2,,82,,3,,84,,4,,84,,4,,85,,77,,70,,19,,
053134,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053135,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053136,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053137,1,,1,,70,,1,,67,,1,,69,,1,,60,,59,,76,,11,,
053138,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053139,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053140,Not Available,11,Not Available,11,72,11,Not Available,11,64,11,Not Available,11,61,11,Not Available,11,54,11,42,11,21,11,9,11,11
053142,Not Available,11,Not Available,11,88,11,Not Available,11,89,11,Not Available,11,92,11,Not Available,11,83,11,78,11,31,11,15,11,11
053143,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053144,Not Available,9,Not Available,9,97,9,Not Available,9,79,9,Not Available,9,83,9,Not Available,9,67,9,30,9,8,9,10,9,9
